molregno,canonical_smiles
150585,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
150882,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
150941,O=N[O-].[Na+]
151273,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
151923,O=C(O)Cc1ccc(-c2ccccc2)cc1
152819,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
153330,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
153342,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
154419,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
158276,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
158277,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
160056,C[N+](C)(C)CC(=O)O
162444,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
164035,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
164064,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
167875,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
170395,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
175106,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
176014,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
178545,[I-].[K+]
178796,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
181939,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
182921,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
187372,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
188196,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
189099,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
190629,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
191902,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
192908,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
195106,OO
196351,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
199490,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
203048,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
204115,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
208749,CCCNC(C)C(=O)Nc1ccccc1C
209007,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
209594,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
210388,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
214701,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
218758,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
221962,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
224263,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
226880,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
228121,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
229058,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
230444,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
230691,O=C(O)CCCCCCCC(=O)O
231062,Nc1ccc(/N=N/c2ccccc2)c(N)n1
233553,NC(=O)NS(=O)(=O)c1ccc(N)cc1
233590,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
236019,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
237139,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
238127,FC(F)OC(Cl)C(F)(F)F
240769,O=C(O)CC(O)(CC(=O)O)C(=O)O
244450,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
248669,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
250297,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
250328,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
250508,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
250525,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
254975,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
254983,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
255532,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
255534,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
255548,Cc1cnc(C(=O)O)c[n+]1[O-]
257016,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1
258666,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
258709,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
263453,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
265957,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
267825,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
276734,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
280181,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
282661,Nc1ccncc1N
283529,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl
289505,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O
293438,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
297372,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
299299,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
302297,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2
304798,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
306429,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
308422,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
311503,O=C([O-])[O-].[Na+].[Na+]
313314,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
314827,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
316347,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
317124,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
318390,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
320260,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
321696,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
321707,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
328137,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
328153,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
328158,Oc1ccc(OCc2ccccc2)cc1
328164,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
328201,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
337366,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
339024,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1
341224,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
342897,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
346895,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
352917,C1CNCCN1
353902,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]
358192,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
363589,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
365189,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
365195,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
365538,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
(1000 rows)
